NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Year,Status
ES003,Escambria,Tree,30.546,-87.204667,Y,Y,Y,1,1,0,2019,
ES006,Escambria,Tree,30.29934,-87.444811,Y,Y,Y,2,2,0,2019,
FL002,Flagler,Tree,29.644167,-81.231167,Y,N,N,0,0,0,2019,
FL007,Flagler,Tree,29.5162135,-81.1549306,Y,Y,Y,2,2,0,2019,
FL011,Flagler,Tree,29.613167,-81.232167,Y,Y,Y,1,1,0,2019,
FL013,Flagler,Tree,29.549667,-81.1895,Y,Y,N,1,0,1,2019,
FR014,Franklin,Tree,29.7162521,-85.00621799,Y,Y,Y,1,1,0,2019,
FR015,Franklin,Tree,29.665,-84.87,Y,Y,Y,2,2,0,2019,
FR042,Franklin,Tree,29.71514996,-85.02346996,Y,Y,Y,2,2,0,2019,
FR056,Franklin,Tree,29.720167,-84.98783,N,N,N,0,0,0,2019,
FR057,Franklin,Tree,29.749167,-84.886,Y,Y,Y,2,2,0,2019,
FR069,Franklin,Tree,29.751571,-84.847281,Y,Y,Y,3,3,0,2019,
FR070,Franklin,Tree,29.666627,-84.861868,N,N,N,0,0,0,2019,
FR981,Franklin,Tree,29.902895,-84.34598,N,N,N,0,0,0,2019,
FR983,Franklin,ArtStruct,29.736703,-84.884211,N,N,N,0,0,0,2019,
GI002,Gilchrist,Tree,29.89867,-82.783,Y,Y,Y,1,1,0,2019,
GU005,Gulf,Tree,29.68933333,-85.26033333,Y,Y,Y,1,1,0,2019,
GU006,Gulf,Tree,29.6745,-85.355333,Y,Y,Y,2,1,1,2019,
GU021,Gulf,Tree,29.678457,-85.334716,Y,Y,Y,1,1,0,2019,
GU024,Gulf,Tree,29.68618393,-85.28199965,Y,Y,Y,1,1,0,2019,
HI025,Highlands,Tree,27.398167,-81.437333,Y,Y,Y,2,2,0,2019,
HI033,Highlands,Tree,27.500333,-81.485333,Y,N,N,0,0,0,2019,
HI048,Highlands,Tree,27.566833,-81.504333,Y,Y,Y,1,1,0,2019,
HI059,Highlands,Tree,27.399667,-81.239833,Y,Y,Y,1,1,0,2019,
HI065,Highlands,Tree,27.4697,-81.471724,Y,N,N,0,0,0,2019,
HI066,Highlands,Tree,27.245604,-81.350354,Y,Y,Y,1,1,0,2019,
HL004,Hillsborough,ArtStruct,28.025833,-82.646833,Y,Y,Y,1,1,0,2019,
HL006,Hillsborough,Tree,27.876987,-82.365859,Y,Y,N,0,0,0,2019,
HL007,Hillsborough,Tree,27.724667,-82.465167,N,N,N,0,0,0,2019,
HL008,Hillsborough,ArtStruct,27.66,-82.435,Y,Y,Y,1,1,0,2019,
HL017,Hillsborough,Tree,27.898,-82.391167,Y,Y,Y,1,1,0,2019,
HL019,Hillsborough,Tree,27.751,-82.151,N,N,N,0,0,0,2019,
HL024,Hillsborough,Tree,27.8395,-82.495833,N,N,N,0,0,0,2019,
HL029,Hillsborough,ArtStruct,27.96616667,-82.22333333,Y,Y,Y,1,1,0,2019,
HL030,Hillsborough,ArtStruct,27.713528,-82.153499,N,N,N,0,0,0,2019,
HL034,Hillsborough,ArtStruct,27.868,-82.2655,N,N,N,0,0,0,2019,
HL038,Hillsborough,ArtStruct,28.078,-82.347333,Y,Y,Y,1,1,0,2019,
HL042,Hillsborough,ArtStruct,27.763,-82.411167,N,N,N,0,0,0,2019,
HL044,Hillsborough,ArtStruct,27.996667,-82.577833,N,N,N,0,0,0,2019,
HL047,Hillsborough,ArtStruct,27.900495,-82.339179,Y,Y,Y,2,2,0,2019,
HL048,Hillsborough,ArtStruct,28.139333,-82.461167,N,N,N,0,0,0,2019,
HL050,Hillsborough,Tree,27.980746,-82.137444,N,N,N,0,0,0,2019,
HL051,Hillsborough,ArtStruct,27.941667,-82.402333,Y,Y,Y,2,1,1,2019,
HL052,Hillsborough,ArtStruct,28.037819,-82.236283,Y,Y,Y,2,2,0,2019,
HL055,Hillsborough,ArtStruct,27.997,-82.3695,Y,Y,Y,1,1,0,2019,
HL057,Hillsborough,ArtStruct,28.019167,-82.614333,N,N,N,0,0,0,2019,
HL058,Hillsborough,Tree,28.007419,-82.345517,Y,Y,Y,1,1,0,2019,
HL061,Hillsborough,ArtStruct,28.170833,-82.3915,N,N,N,0,0,0,2019,
HL062,Hillsborough,Tree,27.843066,-82.133904,Y,Y,Y,2,2,0,2019,
HL063,Hillsborough,ArtStruct,28.0155,-82.428333,Y,N,N,0,0,0,2019,
HL064,Hillsborough,ArtStruct,27.8055,-82.329833,Y,Y,Y,1,1,0,2019,
HL066,Hillsborough,ArtStruct,28.03529,-82.512,N,N,N,0,0,0,2019,
HL067,Hillsborough,Tree,28.0709,-82.5038,Y,Y,Y,1,1,0,2019,
HL068,Hillsborough,ArtStruct,27.99575,-82.5562,N,N,N,0,0,0,2019,
HL069,Hillsborough,Tree,28.16933333,-82.57683333,N,N,N,0,0,0,2019,
HL070,Hillsborough,ArtStruct,28.02448,-82.255171,Y,Y,Y,1,1,0,2019,
HL071,Hillsborough,ArtStruct,27.948502,-82.250257,Y,Y,Y,2,2,0,2019,
HL072,Hillsborough,ArtStruct,27.93912485,-82.4380665,N,N,N,0,0,0,2019,
HL073,Hillsborough,ArtStruct,27.706623,-82.437009,Y,Y,Y,2,2,0,2019,
HL074,Hillsborough,Tree,27.837319,-82.475011,N,N,N,0,0,0,2019,
HL075,Hillsborough,ArtStruct,27.841662,-82.367554,Y,Y,Y,2,2,0,2019,
HL076,Hillsborough,ArtStruct,28.005732,-82.597779,Y,Y,N,0,0,0,2019,
HL077,Hillsborough,ArtStruct,27.902313,-82.504344,Y,Y,Y,2,2,0,2019,
HL078,Hillsborough,ArtStruct,28.077597,-82.316494,N,N,N,0,0,0,2019,
HL079,Hillsborough,ArtStruct,28.171047,-82.211927,Y,N,N,0,0,0,2019,
HL081,Hillsborough,Tree,27.999939,-82.095264,Y,Y,Y,1,1,0,2019,
HL082,Hillsborough,Tree,27.850221,-82.481563,Y,Y,Y,2,2,0,2019,
HL083,Hillsborough,Tree,27.733824,-82.444094,Y,Y,Y,2,2,0,2019,
HL084,Hillsborough,Tree,28.074061,-82.293802,Y,Y,Y,2,2,0,2019,
HL981,Hillsborough,Tree,27.976313,-82.556218,Y,Y,Y,2,2,0,2019,
HL991,Hillsborough,ArtStruct,28.067448,-82.504738,N,N,N,0,0,0,2019,
HL992,Hillsborough,ArtStruct,27.892272,-82.294392,N,N,N,0,0,0,2019,
HN007,Hernando,Tree,28.463167,-82.646333,Y,Y,Y,1,1,0,2019,
HN025,Hernando,ArtStruct,28.53941,-82.3525351,Y,Y,Y,2,2,0,2019,
HN027,Hernando,Tree,28.430242,-82.311454,Y,Y,Y,2,2,0,2019,
IN001,Indian_River,Tree,27.795667,-80.514667,Y,Y,N,0,0,0,2019,
IN002,Indian_River,Tree,27.688833,-80.451167,Y,Y,Y,2,1,1,2019,
IN004,Indian_River,Tree,27.826833,-80.517167,Y,Y,Y,2,2,0,2019,
IN005,Indian_River,Tree,27.582167,-80.3745,Y,Y,N,0,0,0,2019,
IN009,Indian_River,Tree,27.654,-80.818667,Y,Y,N,1,0,1,2019,
IN011,Indian_River,Tree,27.779589,-80.472442,Y,Y,N,0,0,0,2019,
IN015,Indian_River,Tree,27.600167,-80.493833,Y,Y,Y,2,1,1,2019,
IN018,Indian_River,Tree,27.611799,-80.384087,Y,Y,Y,1,2,1,2019,
IN020,Indian_River,Tree,27.608506,-80.438146,Y,Y,Y,1,1,0,2019,
LA004,Lake,Tree,28.794833,-81.9175,Y,Y,Y,1,1,0,2019,
LA005,Lake,Tree,28.807833,-81.826667,N,N,N,0,0,0,2019,
LA015,Lake,Tree,28.8055918,-81.7554001,Y,Y,Y,1,1,0,2019,
LA020,Lake,Tree,28.592333,-81.672333,Y,N,N,0,0,0,2019,
LA024,Lake,Tree,28.824833,-81.719833,Y,Y,Y,2,2,0,2019,
LA025,Lake,Tree,28.793833,-81.696667,Y,Y,Y,2,2,0,2019,
LA030,Lake,Tree,28.766333,-81.670333,Y,Y,Y,2,2,0,2019,
LA131,Lake,Tree,28.849833,-81.693667,Y,Y,Y,2,2,0,2019,
LA137,Lake,Tree,28.92261,-81.765768,Y,Y,Y,1,1,0,2019,
LA139,Lake,Tree,28.771667,-81.711167,Y,Y,Y,2,2,0,2019,
LA142,Lake,Tree,28.873833,-81.701333,Y,Y,Y,2,2,0,2019,
LA145,Lake,Tree,28.800833,-81.765,Y,Y,N,0,0,0,2019,
LA146,Lake,Tree,28.79802185,-81.69119044,Y,Y,Y,2,2,0,2019,
LA152,Lake,Tree,28.815,-81.9,Y,Y,Y,3,3,0,2019,
LA156,Lake,Tree,28.95075,-81.801638,Y,Y,Y,2,2,0,2019,
LA157,Lake,Tree,28.86,-81.944,Y,Y,Y,2,2,0,2019,
LA158,Lake,Tree,28.812667,-81.726833,Y,Y,Y,2,2,0,2019,
LA161,Lake,Tree,28.8245,-81.698667,N,N,N,0,0,0,2019,
LA170,Lake,Tree,28.78,-81.6605,Y,Y,Y,2,2,0,2019,
LA175,Lake,Tree,28.827,-81.640833,Y,Y,Y,2,2,0,2019,
LA176,Lake,ArtStruct,28.804333,-81.618167,Y,Y,Y,1,1,0,2019,
LA177,Lake,Tree,28.796833,-81.911333,Y,Y,Y,1,1,0,2019,
LA180,Lake,Tree,28.568833,-81.862,Y,N,N,0,0,0,2019,
LA185,Lake,Tree,28.75201,-81.862866,Y,Y,Y,2,2,0,2019,
LA193,Lake,Tree,28.6745,-81.673,Y,Y,Y,2,2,0,2019,
LA199,Lake,Tree,28.547407,-81.781259,Y,Y,Y,2,2,0,2019,
LA200,Lake,Tree,28.65067,-81.70983,Y,Y,Y,2,2,0,2019,
LA205,Lake,Tree,28.77433,-81.67733,N,N,N,0,0,0,2019,
LA206,Lake,Tree,28.818,-81.846,Y,Y,Y,1,1,0,2019,
LA207,Lake,Tree,28.782895,-81.654625,Y,Y,Y,2,2,0,2019,
LA208,Lake,Tree,28.690111,-81.70664,Y,Y,N,0,0,0,2019,
LA209,Lake,ArtStruct,28.55071,-81.744245,N,N,N,0,0,0,2019,
LA210,Lake,Tree,28.800466,-81.676202,Y,Y,Y,1,1,0,2019,
LA211,Lake,Tree,28.711117,-81.782395,Y,Y,Y,2,2,0,2019,
LA212,Lake,Tree,28.774987,-81.703626,Y,Y,Y,2,1,1,2019,
LA213,Lake,Tree,28.709607,-81.682245,Y,Y,N,0,0,0,2019,
LA214,Lake,Tree,28.822767,-81.800411,Y,Y,Y,2,2,0,2019,
LA215,Lake,Tree,28.68318,-81.70553,Y,Y,Y,1,1,0,2019,
LA962,Lake,ArtStruct,28.869526,-81.638406,N,N,N,0,0,0,2019,
LA993,Lake,Tree,29.169067,-81.526136,N,N,N,0,0,0,2019,
LE020,Lee,Tree,26.50866722,-82.08050463,Y,Y,N,1,0,1,2019,
LE022,Lee,Tree,26.46625,-82.164542,Y,Y,Y,1,1,0,2019,
LE026,Lee,Tree,26.70291036,-81.84769392,Y,Y,Y,2,2,0,2019,
LE027,Lee,Tree,26.62811285,-81.98626656,Y,Y,Y,2,1,1,2019,
LE035,Lee,Tree,26.58553,-82.022787,Y,Y,Y,2,2,0,2019,
LE036,Lee,ArtStruct,26.566786,-82.007303,Y,Y,Y,1,1,0,2019,
LE038,Lee,Tree,26.530642,-81.912752,Y,Y,N,1,0,1,2019,
LE043,Lee,ArtStruct,26.666444,-81.905595,Y,Y,Y,2,2,0,2019,
LE050,Lee,Tree,26.337232,-81.805118,N,N,N,0,0,0,2019,
LE053,Lee,Tree,26.4929261,-82.0770879,Y,Y,Y,2,2,0,2019,
LE055,Lee,tree,26.61261504,-82.01957457,N,N,N,0,0,0,2019,
LE056,Lee,Tree,26.618,-81.653167,Y,Y,Y,1,1,0,2019,
LE059,Lee,Tree,26.446,-82.041833,N,N,N,0,0,0,2019,
LE062,Lee,Tree,26.631376,-82.017398,Y,Y,Y,2,1,1,2019,
LE070,Lee,Tree,26.49366667,-81.99566667,N,N,N,0,0,0,2019,
LE071,Lee,Tree,26.5180499,-81.94509633,Y,Y,Y,3,3,0,2019,
LE073,Lee,Tree,26.577758,-82.211385,Y,Y,Y,1,1,0,2019,
LE074,Lee,ArtStruct,26.451528,-82.133321,Y,Y,Y,1,1,0,2019,
LE080,Lee,Tree,26.365333,-81.81,Y,Y,N,1,0,1,2019,
LE087,Lee,Tree,26.487418,-82.183514,Y,Y,Y,2,1,1,2019,
LE091,Lee,ArtStruct,26.5795,-81.963,Y,Y,Y,2,2,0,2019,
LE092,Lee,ArtStruct,26.700082,-81.9554543,Y,Y,Y,2,2,0,2019,
LE097,Lee,Tree,26.326443,-81.808923,Y,Y,Y,1,1,0,2019,
LE102,Lee,Tree,26.515667,-82.088667,N,N,N,0,0,0,2019,
LE103,Lee,ArtStruct,26.643729,-81.944204,Y,Y,Y,2,2,0,2019,
LE106,Lee,Tree,26.36983,-81.81583,Y,Y,Y,2,2,0,2019,
LE107,Lee,Tree,26.665333,-82.154667,Y,Y,Y,1,1,0,2019,
LE109,Lee,Tree,26.663051,-82.056603,Y,Y,Y,2,2,0,2019,
LE111,Lee,Tree,26.393886,-81.837705,Y,Y,Y,2,2,0,2019,
LE112,Lee,Tree,26.549958,-82.095513,Y,Y,Y,2,2,0,2019,
LE113,Lee,Tree,26.44244798,-82.06575936,Y,Y,N,0,0,0,2019,
LE115,Lee,Tree,26.427684,-82.092047,Y,Y,N,0,0,0,2019,
LE116,Lee,Tree,26.437314,-82.119824,N,N,N,0,0,0,2019,
LE117,Lee,Tree,26.497005,-81.979585,Y,N,N,0,0,0,2019,
LE124,Lee,ArtStruct,26.697633,-81.892345,Y,Y,N,1,0,1,2019,
LE995,Lee,Tree,26.356714,-81.765014,Y,Y,N,0,0,0,2019,
LN018,Leon,Tree,30.528833,-84.258833,Y,Y,N,0,0,0,2019,
MN004,Manatee,Tree,27.41696769,-82.51423057,Y,Y,Y,2,2,0,2019,
MN006,Manatee,Tree,27.49597591,-82.49945529,Y,Y,Y,1,1,0,2019,
MN013,Manatee,Tree,27.518333,-82.438333,Y,Y,Y,1,1,0,2019,
MN014,Manatee,Tree,27.528102,-82.481809,Y,Y,Y,2,2,0,2019,
MN015,Manatee,Tree,27.433869,-82.412336,Y,Y,Y,1,1,0,2019,
MN017,Manatee,ArtStruct,27.553333,-82.458333,Y,Y,Y,1,1,0,2019,
MN023,Manatee,Tree,27.45980589,-82.486462,Y,Y,Y,2,2,0,2019,
MN027,Manatee,Tree,27.565,-82.493333,Y,Y,Y,2,2,0,2019,
MN028,Manatee,Tree,27.505686,-82.66333,Y,Y,Y,3,3,0,2019,
MN036,Manatee,Tree,27.442541,-82.451263,Y,Y,Y,2,2,0,2019,
MN038,Manatee,ArtStruct,27.456833,-82.649,Y,Y,Y,2,2,0,2019,
MN039,Manatee,Tree,27.5,-82.47566667,N,N,N,0,0,0,2019,
MN040,Manatee,Tree,27.417224,-82.45005,N,N,N,0,0,0,2019,
MN043,Manatee,ArtStruct,27.4166,-82.54181,N,N,N,0,0,0,2019,
MN046,Manatee,ArtStruct,27.45816635,-82.575856,Y,Y,Y,2,2,0,2019,
MN048,Manatee,Tree,27.53253304,-82.58685775,N,N,N,0,0,0,2019,
MN049,Manatee,ArtStruct,27.51049216,-82.7156477,Y,Y,Y,1,1,0,2019,
MN050,Manatee,Tree,27.459124,-82.621422,Y,Y,Y,2,2,0,2019,
MN052,Manatee,Tree,27.475316,-82.518331,Y,Y,Y,2,2,0,2019,
MN054,Manatee,ArtStruct,27.582,-82.4447,Y,Y,Y,1,1,0,2019,
MN058,Manatee,ArtStruct,27.414406,-82.268382,Y,Y,Y,2,2,0,2019,
MN059,Manatee,ArtStruct,27.493831,-82.480583,Y,Y,Y,1,1,0,2019,
MN060,Manatee,Tree,27.48814,-82.66814,Y,Y,Y,1,1,0,2019,
MN063,Manatee,ArtStruct,27.615441,-82.484204,Y,Y,Y,1,1,0,2019,
MN962,Manatee,Tree,27.433886,-82.622175,N,N,N,0,0,0,2019,
MN971,Manatee,Tree,27.44657299,-82.47894737,Y,Y,Y,1,1,0,2019,
MR116,Marion,Tree,29.439333,-82.184833,Y,Y,Y,2,2,0,2019,
MR131,Marion,Tree,29.478167,-82.225333,Y,Y,Y,1,1,0,2019,
MR162,Marion,Tree,28.9755,-81.9545,Y,N,N,0,0,0,2019,
MR186,Marion,Tree,29.191115,-82.122176,Y,Y,Y,1,1,0,2019,
MR187,Marion,ArtStruct,28.970607,-82.00599,Y,Y,Y,2,2,0,2019,
MR188,Marion,Tree,28.975371,-81.92954,Y,Y,Y,2,2,0,2019,
MR189,Marion,Tree,29.391829,-82.20194,Y,Y,Y,2,2,0,2019,
MT001,Martin,Tree,27.0055,-80.134833,Y,Y,Y,1,1,0,2019,
MT004,Martin,Tree,27.127333,-80.659667,N,N,N,0,0,0,2019,
MT006,Martin,Tree,26.9685,-80.54916667,Y,Y,Y,2,2,0,2019,
MT008,Martin,Tree,26.98083,-80.578,Y,Y,Y,1,1,0,2019,
MT010,Martin,Tree,27.11168889,-80.21268056,Y,Y,Y,2,2,0,2019,
MT011,Martin,Tree,26.969,-80.573,Y,Y,Y,2,2,0,2019,
MT017,Martin,Tree,26.96066667,-80.57566667,Y,Y,Y,2,2,0,2019,
MT025,Martin,Tree,27.177,-80.598833,Y,Y,Y,1,1,0,2019,
MT026,Martin,Tree,27.045833,-80.342333,Y,Y,Y,2,2,0,2019,
MT027,Martin,Tree,27.191,-80.212667,Y,Y,Y,2,2,0,2019,
MT028,Martin,Tree,27.140167,-80.168,Y,Y,Y,2,2,0,2019,
MT029,Martin,Tree,27.255167,-80.247667,Y,Y,Y,1,1,0,2019,
MT031,Martin,Tree,27.185334,-80.273063,Y,Y,Y,1,1,0,2019,
MT032,Martin,Tree,26.967,-80.58,Y,Y,Y,1,1,0,2019,
MT033,Martin,Tree,27.12736,-80.289604,Y,Y,Y,2,2,0,2019,
MT034,Martin,ArtStruct,27.22603117,-80.23766461,Y,Y,Y,1,1,0,2019,
NA003,Nassau,Tree,30.614995,-81.4784697,Y,Y,Y,2,2,0,2019,
NA004,Nassau,Tree,30.5734315,-81.4566169,Y,Y,Y,2,2,0,2019,
NA005,Nassau,Tree,30.693638,-81.446269,Y,Y,Y,1,1,0,2019,
NA006,Nassau,Tree,30.570948,-81.510759,Y,Y,Y,2,2,0,2019,
NA991,Nassau,Tree,30.659394,-81.508153,N,N,N,0,0,0,2019,
OK013,Okeechobee,Tree,27.14277,-80.67923,Y,Y,Y,2,2,0,2019,
OR005,Orange,Tree,28.613167,-81.549833,Y,Y,Y,2,2,0,2019,
OR007,Orange,Tree,28.4745,-81.599667,Y,Y,N,1,0,1,2019,
OR017,Orange,Tree,28.777667,-81.642667,Y,Y,Y,1,1,0,2019,
OR020,Orange,Tree,28.473833,-80.906667,Y,Y,N,2,0,2,2019,
OR021,Orange,Tree,28.58546,-81.43873,Y,Y,Y,2,2,0,2019,
OR023,Orange,Tree,28.604667,-81.353,N,N,N,0,0,0,2019,
OR029,Orange,Tree,28.361409,-81.211275,Y,Y,N,0,0,0,2019,
OR031,Orange,Tree,28.6365,-81.3765,Y,Y,Y,2,2,0,2019,
OR032,Orange,Tree,28.768167,-81.648,Y,Y,Y,2,2,0,2019,
OR033,Orange,Tree,28.78451,-81.645333,Y,Y,Y,1,1,0,2019,
OR035,Orange,Tree,28.714749,-81.666509,Y,Y,N,0,0,0,2019,
OR039,Orange,Tree,28.543167,-81.571833,Y,Y,Y,1,1,0,2019,
OR042,Orange,Tree,28.535,-81.357,N,N,N,0,0,0,2019,
OR046,Orange,Tree,28.483976,-81.32665,Y,Y,Y,2,2,0,2019,
OR050,Orange,Tree,28.541585,-81.274978,Y,Y,N,0,0,0,2019,
OR053,Orange,Tree,28.465667,-81.542667,Y,Y,Y,1,1,0,2019,
OR058,Orange,Tree,28.746167,-81.532333,Y,Y,N,0,0,0,2019,
OR059,Orange,Tree,28.391833,-81.371667,Y,Y,Y,2,2,0,2019,
OR060,Orange,Tree,28.487891,-81.36501,Y,Y,Y,1,1,0,2019,
OR061,Orange,Tree,28.6004,-81.56541,Y,Y,N,0,0,0,2019,
OR065,Orange,Tree,28.45,-81.3055,Y,Y,Y,2,2,0,2019,
OR066,Orange,Tree,28.57245698,-81.55968927,Y,Y,Y,1,1,0,2019,
OR067,Orange,ArtStruct,28.518333,-81.5385,Y,Y,Y,2,2,0,2019,
OR070,Orange,Tree,28.387,-81.251,N,N,N,0,0,0,2019,
OR075,Orange,Tree,28.447167,-80.939167,Y,Y,Y,2,2,0,2019,
OR076,Orange,Tree,28.555833,-81.395833,N,N,N,0,0,0,2019,
OR077,Orange,ArtStruct,28.491,-81.4635,Y,Y,Y,2,2,0,2019,
OR078,Orange,ArtStruct,28.354,-81.3085,Y,Y,Y,2,2,0,2019,
OR079,Orange,ArtStruct,28.400167,-81.334667,Y,Y,Y,2,2,0,2019,
OR080,Orange,ArtStruct,28.3765,-81.405,N,N,N,0,0,0,2019,
OR081,Orange,Tree,28.412333,-81.246833,Y,Y,Y,2,2,0,2019,
OR082,Orange,Tree,28.546167,-81.452833,Y,Y,Y,2,2,0,2019,
OR084,Orange,Tree,28.63783,-81.431,Y,Y,Y,2,2,0,2019,
OR085,Orange,ArtStruct,28.589722,-81.369167,Y,Y,Y,2,2,0,2019,
OR086,Orange,Tree,28.585477,-81.338633,Y,Y,Y,1,1,0,2019,
OR087,Orange,ArtStruct,28.450952,-81.441509,N,N,N,0,0,0,2019,
OR088,Orange,Tree,28.7346506,-81.6031757,N,N,N,0,0,0,2019,
OR089,Orange,Tree,28.478666,-81.235135,Y,Y,Y,2,2,0,2019,
OR090,Orange,ArtStruct,28.473949,-81.2427946,N,N,N,0,0,0,2019,
OR091,Orange,ArtStruct,28.593662,-81.260593,N,N,N,0,0,0,2019,
OR092,Orange,Tree,28.549994,-81.614702,Y,Y,Y,1,1,0,2019,
OR093,Orange,Tree,28.460001,-81.596792,Y,Y,Y,1,1,0,2019,
OR094,Orange,ArtStruct,28.469524,-81.529146,Y,Y,N,0,0,0,2019,
OR095,Orange,Tree,28.55752701,-81.61784393,N,N,N,0,0,0,2019,
OR096,Orange,Tree,28.702611,-81.536428,Y,Y,Y,2,1,1,2019,
OR097,Orange,Tree,28.535643,-81.409303,Y,Y,Y,2,2,0,2019,
OR098,Orange,Tree,28.730488,-81.625921,Y,Y,Y,1,1,0,2019,
OR099,Orange,Tree,28.42186,-81.539212,Y,Y,Y,1,1,0,2019,
OR100,Orange,Tree,28.448348,-81.238818,Y,Y,N,0,0,0,2019,
OR101,Orange,Tree,28.378674,-81.598618,Y,Y,Y,2,2,0,2019,
OR102,Orange,Tree,28.498473,-81.215897,Y,Y,Y,2,2,0,2019,
OR103,Orange,Tree,28.584205,-80.994058,Y,Y,Y,1,1,0,2019,
OR110,Orange,ArtStruct,28.550182,-81.64718,N,N,N,0,0,0,2019,
OR111,Orange,Tree,28.631182,-81.334902,N,N,N,0,0,0,2019,
OR112,Orange,ArtStruct,28.611756,-81.498892,Y,Y,Y,2,2,0,2019,
OR966,Orange,ArtStruct,28.5164,-81.592569,N,N,N,0,0,0,2019,
OR97B,Orange,Tree,28.491098,-81.31557,N,N,N,0,0,0,2019,
OR97D,Orange,Tree,28.512886,-81.609191,Y,Y,N,0,0,0,2019,
OR981,Orange,Tree,28.425409,-81.52083,N,N,N,0,0,0,2019,
OR983,Orange,ArtStruct,28.601249,-81.218827,Y,Y,Y,2,2,0,2019,
OR986,Orange,Tree,28.575404,-81.318151,N,N,N,0,0,0,2019,
OR98D,Orange,Tree,28.43988,-80.948281,Y,Y,N,0,0,0,2019,
OS001,Osceola,Tree,28.25616667,-81.38083333,Y,Y,Y,2,2,0,2019,
OS002,Osceola,Tree,28.2085,-81.36366667,N,N,N,0,0,0,2019,
OS008,Osceola,Tree,27.9145,-81.127,Y,Y,Y,2,2,0,2019,
OS050,Osceola,Tree,27.888167,-81.057,Y,Y,Y,2,2,0,2019,
OS052,Osceola,Tree,28.016333,-81.1905,Y,Y,Y,1,1,0,2019,
OS066,Osceola,Tree,28.267,-81.37466667,Y,Y,N,0,0,0,2019,
OS068,Osceola,Tree,28.09,-81.28983333,Y,Y,Y,1,1,0,2019,
OS075,Osceola,Tree,28.21916667,-81.359,Y,Y,Y,2,2,0,2019,
OS084,Osceola,Tree,28.2474054,-81.3169706,Y,Y,Y,2,2,0,2019,
OS102,Osceola,Tree,28.24716667,-81.44533333,N,N,N,0,0,0,2019,
OS103,Osceola,Tree,28.333121,-81.274091,Y,N,N,0,0,0,2019,
OS112,Osceola,Tree,28.0905,-81.25666667,N,N,N,0,0,0,2019,
OS114,Osceola,Tree,27.94,-81.218833,Y,Y,Y,1,1,0,2019,
OS133,Osceola,Tree,27.8875,-81.06,Y,Y,Y,2,2,0,2019,
OS140,Osceola,Tree,27.932333,-81.226,Y,Y,Y,1,1,0,2019,
OS146,Osceola,Tree,27.934333,-81.225,Y,Y,Y,2,2,0,2019,
OS147,Osceola,Tree,28.175,-80.89333333,Y,Y,Y,1,1,0,2019,
OS148,Osceola,Tree,28.193,-81.28966667,Y,Y,Y,1,1,0,2019,
OS149,Osceola,Tree,28.19933333,-81.34966667,Y,Y,Y,2,1,1,2019,
OS150,Osceola,Tree,28.27283333,-81.32433333,Y,Y,Y,2,2,0,2019,
OS156,Osceola,Tree,28.22166667,-81.36883333,Y,Y,Y,2,2,0,2019,
OS162,Osceola,Tree,28.241124,-81.355915,Y,Y,N,0,0,0,2019,
OS166,Osceola,Tree,27.896,-81.145333,N,N,N,0,0,0,2019,
OS167,Osceola,Tree,28.33683333,-81.33616667,Y,Y,Y,1,1,0,2019,
OS169,Osceola,Tree,28.26666667,-81.34666667,Y,Y,Y,2,2,0,2019,
OS170,Osceola,Tree,27.932667,-81.2405,Y,Y,Y,1,1,0,2019,
OS178,Osceola,Tree,28.2015,-81.3405,N,N,N,0,0,0,2019,
OS179,Osceola,Tree,28.26366667,-81.39616667,Y,Y,Y,2,1,1,2019,
OS180,Osceola,Tree,28.31833333,-81.41166667,Y,Y,Y,2,2,0,2019,
OS185,Osceola,Tree,28.22016667,-81.33966667,Y,Y,Y,2,2,0,2019,
OS194,Osceola,ArtStruct,28.21883333,-81.31983333,Y,N,N,0,0,0,2019,
OS200,Osceola,Tree,28.23066667,-81.26016667,Y,Y,Y,2,2,0,2019,
OS205,Osceola,Tree,28.275046,-81.386802,Y,Y,Y,2,2,0,2019,
OS215,Osceola,Tree,28.251169,-81.374509,Y,Y,Y,1,1,0,2019,
OS216,Osceola,Tree,28.281671,-81.329455,Y,Y,Y,1,1,0,2019,
OS218,Osceola,Tree,27.90921,-81.106634,Y,Y,Y,1,1,0,2019,
OS219,Osceola,Tree,27.9534735,-81.203027,Y,Y,Y,1,1,0,2019,
OS220,Osceola,Tree,27.938506,-81.211433,Y,Y,Y,1,1,0,2019,
OS221,Osceola,Tree,28.214641,-81.366146,Y,Y,Y,2,2,0,2019,
OS222,Osceola,ArtStruct,28.299499,-81.363461,Y,Y,N,0,0,0,2019,
OS223,Osceola,Tree,28.276851,-81.249022,Y,Y,Y,1,1,0,2019,
OS224,Osceola,ArtStruct,28.33918,-81.56124,N,N,N,0,0,0,2019,
OS225,Osceola,Tree,27.88391135,-81.05431228,Y,Y,N,0,0,0,2019,
OS226,Osceola,ArtStruct,27.897708,-81.08332,N,N,N,0,0,0,2019,
OS228,Osceola,Tree,28.202191,-81.366935,Y,Y,Y,2,2,0,2019,
OS962,Osceola,ArtStruct,28.305015,-81.349318,N,N,N,0,0,0,2019,
OS986,Osceola,Tree,27.875425,-81.035532,Y,Y,Y,2,2,0,2019,
