NestID,County,Substrate,Latitude,Longitude,Occupied,Active,Successful,Hatched,Fledged,Perished,Year,Status
OS991,Osceola,Tree,27.918378,-81.128111,N,N,N,0,0,0,2019,
OS995,Osceola,ArtStruct,28.02172,-81.199859,N,N,N,0,0,0,2019,
PB001,Palm_Beach,Tree,26.682439,-80.763379,N,N,N,0,0,0,2019,
PB006,Palm_Beach,Tree,26.79433333,-80.16966667,Y,Y,N,1,0,1,2019,
PB014,Palm_Beach,Tree,26.741667,-80.69,Y,Y,Y,1,1,0,2019,
PB025,Palm_Beach,Tree,26.731635,-80.357617,Y,Y,Y,1,1,0,2019,
PB026,Palm_Beach,Tree,26.850967,-80.61525,Y,Y,Y,2,2,0,2019,
PB027,Palm_Beach,Tree,26.5730203,-80.21095172,Y,Y,Y,3,3,0,2019,
PB033,Palm_Beach,ArtStruct,26.400496,-80.144968,Y,Y,Y,2,2,0,2019,
PB034,Palm_Beach,Tree,26.660741,-80.629021,Y,Y,Y,1,1,0,2019,
PB035,Palm_Beach,Tree,26.857754,-80.134844,Y,Y,N,0,0,0,2019,
PB944,Palm_Beach,Tree,26.611167,-80.837667,Y,Y,N,0,0,0,2019,
PB952,Palm_Beach,Tree,26.644417,-80.663167,N,N,N,0,0,0,2019,
PB953,Palm_Beach,Tree,26.748291,-80.141505,Y,Y,Y,2,2,0,2019,
PB983,Palm_Beach,Tree,26.546871,-80.076187,Y,Y,Y,1,1,0,2019,
PB992,Palm_Beach,Tree,26.631638,-80.047961,N,N,N,0,0,0,2019,
PI003,Pinellas,Tree,28.171833,-82.701833,N,N,N,0,0,0,2019,
PI004,Pinellas,Tree,28.079833,-82.704167,Y,Y,Y,2,2,0,2019,
PI005,Pinellas,Tree,28.119833,-82.721833,Y,Y,Y,2,2,0,2019,
PI013,Pinellas,ArtStruct,27.860167,-82.771333,Y,Y,Y,1,1,0,2019,
PI014,Pinellas,ArtStruct,27.7271322,-82.6762283,Y,Y,Y,1,1,0,2019,
PI020,Pinellas,Tree,28.01129547,-82.77227551,Y,Y,Y,1,1,0,2019,
PI021,Pinellas,ArtStruct,27.834809,-82.675835,Y,Y,Y,1,1,0,2019,
PI023,Pinellas,Tree,28.211564,-82.850316,Y,Y,Y,1,1,0,2019,
PI025,Pinellas,ArtStruct,27.9195,-82.701333,Y,Y,Y,2,2,0,2019,
PI029,Pinellas,ArtStruct,27.9315,-82.733333,Y,Y,Y,2,2,0,2019,
PI030,Pinellas,ArtStruct,28.171333,-82.653333,Y,Y,Y,2,2,0,2019,
PI031,Pinellas,ArtStruct,27.763667,-82.699,Y,Y,Y,2,2,0,2019,
PI032,Pinellas,ArtStruct,27.9905,-82.697,Y,Y,Y,1,1,0,2019,
PI033,Pinellas,ArtStruct,28.129333,-82.684667,N,N,N,0,0,0,2019,
PI034,Pinellas,Tree,28.14,-82.736833,Y,Y,Y,2,2,0,2019,
PI035,Pinellas,ArtStruct,27.730167,-82.639667,N,N,N,0,0,0,2019,
PI037,Pinellas,Tree,27.9655,-82.696667,N,N,N,0,0,0,2019,
PI039,Pinellas,Tree,28.082333,-82.8295,Y,Y,Y,2,2,0,2019,
PI040,Pinellas,ArtStruct,27.899961,-82.763826,Y,Y,Y,1,1,0,2019,
PI041,Pinellas,Tree,28.162333,-82.738167,Y,Y,N,1,0,1,2019,
PI044,Pinellas,Tree,28.121833,-82.736333,N,N,N,0,0,0,2019,
PI045,Pinellas,Tree,28.166333,-82.758167,Y,Y,Y,1,1,0,2019,
PI046,Pinellas,Tree,28.137833,-82.783667,Y,Y,Y,2,1,1,2019,
PI047,Pinellas,ArtStruct,27.863,-82.697,Y,Y,Y,1,1,0,2019,
PI050,Pinellas,ArtStruct,27.810667,-82.787667,Y,Y,Y,2,2,0,2019,
PI051,Pinellas,Tree,28.129324,-82.717718,Y,Y,Y,1,1,0,2019,
PI052,Pinellas,ArtStruct,28.125833,-82.748333,Y,Y,Y,2,2,0,2019,
PI053,Pinellas,ArtStruct,27.820667,-82.633167,Y,Y,Y,2,2,0,2019,
PI054,Pinellas,ArtStruct,27.894167,-82.802833,Y,Y,Y,2,2,0,2019,
PI056,Pinellas,Tree,27.8305,-82.722667,Y,Y,N,1,0,1,2019,
PI057,Pinellas,ArtStruct,28.00027,-82.69714,Y,Y,N,0,0,0,2019,
PI058,Pinellas,ArtStruct,28.059667,-82.7015,Y,Y,Y,2,2,0,2019,
PI059,Pinellas,ArtStruct,27.63916667,-82.73433333,Y,Y,Y,1,1,0,2019,
PI060,Pinellas,Tree,28.089667,-82.771667,N,N,N,0,0,0,2019,
PI061,Pinellas,Tree,27.864637,-82.745711,Y,Y,Y,2,2,0,2019,
PI062,Pinellas,ArtStruct,28.034333,-82.779,N,N,N,0,0,0,2019,
PI064,Pinellas,ArtStruct,27.799833,-82.669833,Y,Y,Y,1,1,0,2019,
PI065,Pinellas,ArtStruct,27.938606,-82.796145,Y,Y,Y,2,2,0,2019,
PI066,Pinellas,ArtStruct,28.128195,-82.652707,Y,Y,Y,2,1,1,2019,
PI067,Pinellas,Tree,28.10694,-82.71264,Y,Y,Y,2,2,0,2019,
PI068,Pinellas,Tree,28.068384,-82.777237,Y,Y,Y,2,2,0,2019,
PI069,Pinellas,Tree,28.1152,-82.7371,Y,N,N,0,0,0,2019,
PI070,Pinellas,ArtStruct,27.894333,-82.660167,Y,Y,N,0,0,0,2019,
PI071,Pinellas,Tree,28.114967,-82.722504,Y,Y,Y,2,2,0,2019,
PI072,Pinellas,ArtStruct,27.973097,-82.728664,Y,Y,Y,1,1,0,2019,
PI962,Pinellas,Tree,28.1,-82.727167,N,N,N,0,0,0,2019,
PI966,Pinellas,Tree,28.108503,-82.736572,N,N,N,0,0,0,2019,
PI973,Pinellas,Tree,28.103883,-82.733492,N,N,N,0,0,0,2019,
PI983,Pinellas,Tree,28.1717126,-82.781918,N,N,N,0,0,0,2019,
PI991,Pinellas,ArtStruct,28.03937711,-82.69775627,Y,N,N,0,0,0,2019,
PO003,Polk,Tree,28.05,-81.426667,Y,Y,Y,1,1,0,2019,
PO016,Polk,Tree,28.0615,-81.427167,Y,Y,N,1,0,1,2019,
PO019,Polk,Tree,28.0385,-81.395833,N,N,N,0,0,0,2019,
PO022,Polk,Tree,28.046167,-81.422167,Y,Y,Y,2,2,0,2019,
PO025,Polk,Tree,28.035667,-81.386667,Y,Y,Y,2,2,0,2019,
PO039,Polk,Tree,27.985167,-81.867333,Y,Y,Y,1,1,0,2019,
PO043,Polk,ArtStruct,27.953,-81.798333,N,N,N,0,0,0,2019,
PO043,Polk,ArtStruct,27.956796,-81.790311,N,N,N,0,0,0,2019,
PO045,Polk,Gone,27.933167,-81.851,N,N,N,0,0,0,2019,
PO046,Polk,ArtStruct,27.985681,-81.892891,Y,Y,Y,2,2,0,2019,
PO053,Polk,Tree,28.036833,-81.394,Y,Y,Y,1,1,0,2019,
PO054,Polk,Tree,27.9710401,-81.497768,Y,Y,Y,2,2,0,2019,
PO062,Polk,Tree,27.951667,-81.943667,Y,Y,N,0,0,0,2019,
PO067,Polk,Tree,28.005907,-81.685641,Y,Y,Y,2,1,1,2019,
PO073,Polk,Tree,28.073736,-81.733772,Y,Y,Y,2,2,0,2019,
PO076,Polk,Tree,28.0395,-81.406167,Y,Y,Y,1,1,0,2019,
PO083,Polk,Tree,28.068667,-81.393167,Y,Y,Y,1,1,0,2019,
PO084,Polk,Tree,27.954167,-81.355167,N,N,N,0,0,0,2019,
PO119,Polk,ArtStruct,28.0460801,-81.9155201,Y,Y,Y,2,2,0,2019,
PO128,Polk,Tree,28.087,-81.828667,Y,Y,Y,2,2,0,2019,
PO139,Polk,Tree,27.826167,-81.554,Y,Y,Y,2,2,0,2019,
PO149,Polk,Tree,28.069,-81.6935,Y,Y,Y,1,1,0,2019,
PO163,Polk,Tree,27.953833,-81.634833,Y,Y,Y,2,2,0,2019,
PO167,Polk,Tree,28.011167,-81.631667,Y,Y,Y,2,2,0,2019,
PO169,Polk,Tree,27.9880481,-81.8558051,N,N,N,0,0,0,2019,
PO171,Polk,ArtStruct,27.821667,-81.826667,Y,Y,Y,2,2,0,2019,
PO180,Polk,Tree,28.062,-81.514333,Y,Y,Y,1,1,0,2019,
PO190,Polk,Tree,28.003167,-81.916333,Y,Y,Y,1,1,0,2019,
PO193,Polk,Tree,28.1141829,-81.8210105,Y,Y,Y,2,2,0,2019,
PO194,Polk,Tree,28.063833,-81.706333,Y,Y,Y,1,1,0,2019,
PO199,Polk,Tree,27.99166667,-81.52816667,N,N,N,0,0,0,2019,
PO202,Polk,ArtStruct,27.735057,-81.528217,Y,Y,Y,2,2,0,2019,
PO203,Polk,ArtStruct,27.895,-81.859667,Y,Y,Y,2,2,0,2019,
PO208,Polk,Tree,28.064635,-81.733678,Y,Y,Y,2,2,0,2019,
PO209,Polk,ArtStruct,27.92,-81.7295,Y,Y,Y,1,1,0,2019,
PO211,Polk,Tree,27.939,-81.352167,Y,Y,Y,2,2,0,2019,
PO218,Polk,ArtStruct,27.9523886,-81.8714828,N,N,N,0,0,0,2019,
PO220,Polk,ArtStruct,27.885333,-81.538167,N,N,N,0,0,0,2019,
PO225,Polk,ArtStruct,28.007453,-82.047642,Y,Y,Y,2,2,0,2019,
PO226,Polk,Tree,28.094667,-81.695833,N,N,N,0,0,0,2019,
PO229,Polk,Tree,28.0258141,-81.8016334,N,N,N,0,0,0,2019,
PO232,Polk,ArtStruct,27.931667,-81.817833,Y,Y,Y,2,2,0,2019,
PO233,Polk,Tree,27.817242,-81.597802,N,N,N,0,0,0,2019,
PO234,Polk,Tree,28.078333,-81.515667,N,N,N,0,0,0,2019,
PO236,Polk,Tree,27.985167,-81.683167,Y,Y,Y,2,2,0,2019,
PO237,Polk,ArtStruct,27.789179,-81.598283,Y,Y,Y,1,1,0,2019,
PO240,Polk,ArtStruct,28.051333,-81.815667,Y,Y,Y,1,1,0,2019,
PO242,Polk,Tree,28.1345,-81.789167,N,N,N,0,0,0,2019,
PO245,Polk,Tree,27.8675257,-81.5949565,N,N,N,0,0,0,2019,
PO249,Polk,ArtStruct,28.1557,-81.8325,Y,Y,Y,2,1,1,2019,
PO255,Polk,Tree,28.30044,-81.817992,Y,Y,Y,2,1,1,2019,
PO257,Polk,ArtStruct,27.805536,-81.958743,Y,Y,Y,2,2,0,2019,
PO259,Polk,ArtStruct,28.023563,-81.730029,Y,Y,Y,1,1,0,2019,
PO260,Polk,Tree,28.03758,-81.662815,Y,Y,Y,3,3,0,2019,
PO262,Polk,Tree,28.0356266,-81.9590234,Y,Y,N,0,0,0,2019,
PO264,Polk,Tree,27.994383,-81.537933,Y,Y,Y,2,2,0,2019,
PO265,Polk,Tree,27.879569,-81.838039,Y,Y,Y,2,2,0,2019,
PO268,Polk,Tree,28.067,-81.761,Y,Y,Y,2,2,0,2019,
PO269,Polk,Tree,28.032866,-81.888893,Y,Y,Y,1,1,0,2019,
PO271,Polk,Tree,27.952875,-81.354563,Y,Y,Y,1,1,0,2019,
PO272,Polk,Tree,27.933655,-81.362667,Y,Y,Y,1,1,0,2019,
PO273,Polk,Tree,27.928611,-81.381176,Y,Y,N,0,0,0,2019,
PO274,Polk,Tree,27.966394,-81.388285,N,N,N,0,0,0,2019,
PO280,Polk,Tree,27.93303,-81.37044,N,N,N,0,0,0,2019,
PO963,Polk,Tree,28.145706,-81.831779,N,N,N,0,0,0,2019,
PO974,Polk,Tree,27.950097,-81.418904,N,N,N,0,0,0,2019,
PO987,Polk,ArtStruct,28.032,-81.808,Y,Y,Y,1,1,0,2019,
PO992,Polk,ArtStruct,28.046868,-81.779173,Y,Y,Y,2,2,0,2019,
PO993,Polk,Tree,28.099342,-81.710046,N,N,N,0,0,0,2019,
POKSP2,Polk,Tree,27.936667,-81.355343,N,N,N,0,0,0,2019,
POKSP9,Polk,Tree,27.9612,-81.37092,Y,Y,N,0,0,0,2019,
PS003,Pasco,Tree,28.237333,-82.709,Y,N,N,0,0,0,2019,
PS005,Pasco,Tree,28.3355,-82.425,Y,Y,N,0,0,0,2019,
PS006,Pasco,Tree,28.302667,-82.709833,Y,Y,Y,2,1,1,2019,
PS013,Pasco,Tree,28.467667,-82.21,Y,Y,N,0,0,0,2019,
PS014,Pasco,Tree,28.1795,-82.785167,Y,Y,Y,1,1,0,2019,
PS015,Pasco,Tree,28.378167,-82.221833,Y,Y,N,0,0,0,2019,
PS017,Pasco,Tree,28.286833,-82.719333,Y,Y,Y,2,2,0,2019,
PS018,Pasco,Tree,28.3371,-82.701633,Y,Y,Y,1,1,0,2019,
PS022,Pasco,Tree,28.29,-82.281,Y,Y,N,0,0,0,2019,
PS023,Pasco,ArtStruct,28.364667,-82.696833,Y,Y,N,0,0,0,2019,
PS024,Pasco,Tree,28.227,-82.743333,Y,Y,Y,2,2,0,2019,
PS026,Pasco,Tree,28.368833,-82.311167,N,N,N,0,0,0,2019,
PS027,Pasco,Tree,28.199,-82.663667,Y,Y,Y,1,1,0,2019,
PS028,Pasco,Tree,28.220873,-82.748773,Y,Y,Y,2,2,0,2019,
PS029,Pasco,Tree,28.34533333,-82.26083333,Y,Y,Y,2,2,0,2019,
PS030,Pasco,Tree,28.175609,-82.499977,Y,Y,Y,2,1,1,2019,
PS031,Pasco,Tree,28.341481,-82.600928,Y,Y,Y,1,1,0,2019,
PS032,Pasco,Tree,28.31881,-82.36191,Y,N,N,0,0,0,2019,
PS033,Pasco,ArtStruct,28.27783,-82.1535,Y,Y,Y,2,2,0,2019,
PS034,Pasco,Tree,28.203731,-82.771194,Y,Y,Y,1,1,0,2019,
PS036,Pasco,Tree,28.245428,-82.234569,Y,Y,N,1,0,1,2019,
PS037,Pasco,Tree,28.30753,-82.435467,Y,Y,N,0,0,0,2019,
PS038,Pasco,Tree,28.257496,-82.733879,N,N,N,0,0,0,2019,
PU165,Putnam,Tree,29.6432623,-81.6064077,Y,Y,Y,2,2,0,2019,
PU167,Putnam,Tree,29.601667,-81.890667,Y,Y,N,0,0,0,2019,
PU180,Putnam,Tree,29.546333,-81.837333,Y,Y,Y,1,1,0,2019,
PU185,Putnam,Tree,29.636167,-81.862333,N,N,N,0,0,0,2019,
PU190,Putnam,Tree,29.683167,-81.884667,Y,Y,Y,2,2,0,2019,
PU194,Putnam,Tree,29.715,-81.6235,Y,Y,Y,2,2,0,2019,
PU197,Putnam,Tree,29.7436529,-81.5378344,Y,Y,Y,2,1,1,2019,
PU198,Putnam,Tree,29.43772,-81.649767,Y,Y,Y,3,2,1,2019,
PU199,Putnam,Tree,29.472156,-81.664997,Y,Y,Y,1,1,0,2019,
SA001,Sarasota,Tree,27.29533333,-82.51816667,Y,Y,Y,2,2,0,2019,
SA005,Sarasota,Tree,27.02614,-82.41736,Y,Y,Y,2,2,0,2019,
SA006,Sarasota,Tree,26.98046,-82.38051,Y,Y,Y,2,2,0,2019,
SA007,Sarasota,Tree,26.9761,-82.37508,Y,Y,Y,2,2,0,2019,
SA010,Sarasota,Tree,27.23897707,-82.4847142,Y,Y,Y,2,2,0,2019,
SA011,Sarasota,Tree,27.192735,-82.450093,Y,Y,Y,2,2,0,2019,
SA014,Sarasota,Tree,27.189167,-82.447167,Y,Y,Y,1,1,0,2019,
SA015,Sarasota,Tree,27.170167,-82.438667,Y,Y,Y,2,2,0,2019,
SA023,Sarasota,Tree,27.135,-82.38,Y,Y,Y,2,2,0,2019,
SA028,Sarasota,Tree,27.324,-82.410667,Y,Y,Y,2,2,0,2019,
SA029,Sarasota,Tree,26.98348,-82.38482,Y,Y,Y,1,1,0,2019,
SA033,Sarasota,Tree,27.37181702,-82.62842998,Y,Y,Y,2,2,0,2019,
SA035,Sarasota,Tree,27.198333,-82.403667,Y,Y,Y,2,2,0,2019,
SA036,Sarasota,Tree,26.9705,-82.3595,N,N,N,0,0,0,2019,
SA038,Sarasota,Tree,26.995667,-82.396167,Y,Y,Y,2,2,0,2019,
SA040,Sarasota,Tree,27.23562583,-82.50355437,Y,Y,Y,1,1,0,2019,
SA045,Sarasota,Tree,27.08128659,-82.43477382,Y,Y,Y,2,2,0,2019,
SA048,Sarasota,Tree,27.3545,-82.397833,Y,Y,Y,2,2,0,2019,
SA049,Sarasota,Tree,26.967167,-82.368167,N,N,N,0,0,0,2019,
SA050,Sarasota,Tree,27.126246,-82.441055,Y,Y,Y,2,2,0,2019,
SA052,Sarasota,Tree,27.284833,-82.417333,Y,Y,Y,2,2,0,2019,
SA055,Sarasota,Tree,27.25360397,-82.47326586,Y,Y,Y,2,2,0,2019,
SA056,Sarasota,Tree,27.192667,-82.381167,Y,Y,Y,2,2,0,2019,
SA057,Sarasota,ArtStruct,27.3685556,-82.53919444,Y,Y,Y,2,2,0,2019,
SA058,Sarasota,Tree,27.168276,-82.467129,Y,Y,Y,2,2,0,2019,
SA060,Sarasota,ArtStruct,27.282113,-82.52143767,Y,Y,Y,1,1,0,2019,
SA062,Sarasota,Tree,27.345,-82.433,Y,Y,Y,1,1,0,2019,
SA066,Sarasota,Tree,27.115051,-82.42028,N,N,N,0,0,0,2019,
SA068,Sarasota,Tree,27.1790723,-82.4889216,Y,Y,Y,2,2,0,2019,
SA070,Sarasota,Tree,27.135048,-82.40631,Y,Y,Y,2,2,0,2019,
SA078,Sarasota,Tree,27.092475,-82.399208,Y,Y,Y,1,1,0,2019,
SA079,Sarasota,ArtStruct,27.04089,-82.302472,N,N,N,0,0,0,2019,
SA080,Sarasota,Tree,27.1779327,-82.4721383,Y,Y,Y,3,3,0,2019,
SA962,Sarasota,Tree,27.216406,-82.446625,N,N,N,0,0,0,2019,
SA963,Sarasota,Tree,27.322631,-82.586541,Y,Y,Y,1,1,0,2019,
SA972,Sarasota,Tree,27.173573,-82.405995,Y,Y,Y,2,2,0,2019,
SA982,Sarasota,ArtStruct,27.221892,-82.501637,N,N,N,0,0,0,2019,
SA992,Sarasota,Tree,27.116671,82.465363,Y,Y,Y,2,2,0,2019,
SE004,Seminole,Tree,28.685167,-81.229,Y,Y,Y,2,2,0,2019,
SE012,Seminole,Tree,28.638833,-81.298,Y,N,N,0,0,0,2019,
SE018,Seminole,Tree,28.693667,-81.205167,N,N,N,0,0,0,2019,
SE025,Seminole,Tree,28.742667,-81.2475,Y,Y,Y,1,1,0,2019,
SE028,Seminole,Tree,28.754333,-81.2265,Y,Y,Y,1,1,0,2019,
SE029,Seminole,ArtStruct,28.825207,-81.316018,Y,N,N,0,0,0,2019,
SE032,Seminole,Tree,28.729,-81.271167,Y,Y,Y,2,2,0,2019,
SE036,Seminole,Tree,28.775,-81.161333,N,N,N,0,0,0,2019,
SE043,Seminole,Tree,28.777833,-81.208833,Y,Y,Y,1,1,0,2019,
SE044,Seminole,Tree,28.6198732,-81.2741303,Y,Y,Y,2,2,0,2019,
SE049,Seminole,Tree,28.746667,-81.268,Y,Y,Y,1,1,0,2019,
SE055,Seminole,Tree,28.711167,-81.124333,Y,Y,Y,1,1,0,2019,
SE057,Seminole,Tree,28.736167,-81.263167,Y,Y,Y,2,2,0,2019,
SE061,Seminole,ArtStruct,28.845918,-81.332055,Y,Y,Y,2,2,0,2019,
SE064,Seminole,Tree,28.789,-81.06533333,Y,Y,Y,2,1,1,2019,
SE080,Seminole,Tree,28.786167,-81.070833,Y,Y,Y,2,2,0,2019,
SE089,Seminole,Tree,28.798004,-81.27579,N,N,N,0,0,0,2019,
SE092,Seminole,ArtStruct,28.69137,-81.22039,N,N,N,0,0,0,2019,
SE093,Seminole,Tree,28.6323536,-81.3141033,Y,Y,Y,2,2,0,2019,
SE095,Seminole,ArtStruct,28.623546,-81.255205,Y,Y,Y,2,2,0,2019,
SE096,Seminole,Tree,28.698604,-81.259916,Y,Y,Y,2,2,0,2019,
SE097,Seminole,ArtStruct,28.70269,-81.266493,N,N,N,0,0,0,2019,
SE098,Seminole,Tree,28.6523602,-81.3123143,Y,Y,Y,2,2,0,2019,
SE099,Seminole,Tree,28.7885,-81.0625,Y,Y,Y,2,2,0,2019,
SE100,Seminole,Tree,28.686409,-81.233646,Y,Y,Y,1,1,0,2019,
SE101,Seminole,Tree,28.735345,-81.109214,Y,Y,Y,2,2,0,2019,
SE103,Seminole,ArtStruct,28.787988,-81.214669,Y,Y,N,0,0,0,2019,
SE932,Seminole,ArtStruct,28.675333,-81.3125,N,N,N,0,0,0,2019,
SE981,Seminole,Tree,28.802045,-81.218248,N,N,N,0,0,0,2019,
SE982,Seminole,ArtStruct,28.731981,-81.332911,N,N,N,0,0,0,2019,
SE992,Seminole,ArtStruct,28.633892,-81.238663,N,N,N,0,0,0,2019,
SJ007,Saint_Johns,Tree,30.1085,-81.6145,Y,Y,N,0,0,0,2019,
SJ019,Saint_Johns,Tree,29.86016667,-81.30016667,N,N,N,0,0,0,2019,
SJ022,Saint_Johns,Tree,29.695,-81.277167,Y,Y,Y,1,1,0,2019,
SJ024,Saint_Johns,Tree,30.02933333,-81.66133333,Y,Y,N,0,0,0,2019,
SJ025,Saint_Johns,Tree,29.824734,-81.305313,Y,Y,Y,1,1,0,2019,
SJ026,Saint_Johns,Tree,29.7385,-81.27816667,N,N,N,0,0,0,2019,
SJ028,Saint_Johns,Tree,29.77216667,-81.286,Y,Y,Y,2,2,0,2019,
SJ031,Saint_Johns,Tree,30.021,-81.332,Y,Y,Y,2,2,0,2019,
SJ036,Saint_Johns,Tree,30.0781464,-81.6578364,Y,Y,Y,2,1,1,2019,
SJ037,Saint_Johns,Tree,30.0875,-81.63583333,Y,Y,Y,2,2,0,2019,
SJ038,Saint_Johns,Tree,30.168409,-81.3838226,Y,Y,Y,1,1,0,2019,
SJ039,Saint_Johns,Tree,30.240655,-81.39545,N,N,N,0,0,0,2019,
SJ044,Saint_Johns,Tree,29.673,-81.238,Y,Y,Y,1,1,0,2019,
SJ045,Saint_Johns,Tree,29.926283,-81.324391,Y,Y,Y,2,2,0,2019,
SJ046,Saint_Johns,Tree,29.6904667,-81.2471473,Y,Y,Y,1,1,0,2019,
SJ047,Saint_Johns,Tree,29.8332,-81.5098,N,N,N,0,0,0,2019,
SJ048,Saint_Johns,Tree,30.2021,-81.3877,Y,Y,Y,2,2,0,2019,
SJ049,Saint_Johns,Tree,29.86855667,-81.29964601,Y,Y,Y,2,2,0,2019,
SJ974,Saint_Johns,Tree,30.0905,-81.3787,N,N,N,0,0,0,2019,
SL002,Saint_Lucie,Tree,27.522333,-80.359333,Y,Y,Y,2,2,0,2019,
SL011,Saint_Lucie,Tree,27.468333,-80.3835,Y,Y,Y,2,2,0,2019,
SL013,Saint_Lucie,Tree,27.300167,-80.3185,Y,Y,Y,2,2,0,2019,
SL016,Saint_Lucie,Tree,27.370487,-80.302861,Y,Y,N,0,0,0,2019,
SL017,Saint_Lucie,Tree,27.304123,-80.269435,Y,Y,N,2,0,2,2019,
SL018,Saint_Lucie,Tree,27.215529,-80.302859,Y,Y,Y,1,1,0,2019,
SL971,Saint_Lucie,Tree,27.324018,-80.28405,N,N,N,0,0,0,2019,
SU040,Sumter,Tree,28.92583,-82.13721,Y,Y,Y,1,1,0,2019,
SU041,Sumter,Tree,28.935058,-82.042167,Y,Y,Y,2,2,0,2019,
SU042,Sumter,ArtStruct,28.92484,-81.956053,Y,Y,Y,2,2,0,2019,
VO012,Volusia,Tree,28.866333,-81.253333,N,N,N,0,0,0,2019,
VO045,Volusia,Tree,28.8615,-81.234833,Y,Y,Y,1,1,0,2019,
VO047,Volusia,Tree,28.95833333,-80.915,Y,N,N,0,0,0,2019,
VO054,Volusia,Tree,29.044756,-80.936888,Y,Y,Y,1,1,0,2019,
VO075,Volusia,Tree,29.1095,-80.987333,Y,Y,Y,2,2,0,2019,
VO082,Volusia,Tree,28.847333,-81.2365,Y,Y,Y,1,1,0,2019,
VO088,Volusia,Tree,29.075333,-80.9535,Y,Y,Y,1,1,0,2019,
VO098,Volusia,Tree,29.1035,-81.0985,Y,Y,Y,1,1,0,2019,
VO100,Volusia,Tree,29.151319,-81.039223,Y,Y,Y,2,2,0,2019,
VO105,Volusia,Tree,28.994833,-81.332833,Y,Y,Y,2,2,0,2019,
VO106,Volusia,Tree,28.959256,-80.88722,Y,Y,Y,1,1,0,2019,
VO114,Volusia,Tree,28.893833,-81.219667,Y,Y,Y,2,2,0,2019,
VO115,Volusia,Tree,29.275333,-81.109167,Y,Y,Y,1,1,0,2019,
VO117,Volusia,Tree,29.0924515,-81.139626,Y,Y,Y,1,1,0,2019,
VO123,Volusia,Tree,29.242167,-81.042,Y,Y,N,0,0,0,2019,
VO126,Volusia,Tree,29.178333,-81.035333,N,N,N,0,0,0,2019,
VO131,Volusia,ArtStruct,28.912,-81.266833,Y,Y,Y,1,1,0,2019,
VO133,Volusia,Tree,29.127017,-81.047766,Y,Y,N,2,0,2,2019,
VO134,Volusia,ArtStruct,29.222732,-81.044517,Y,Y,Y,1,1,0,2019,
VO135,Volusia,Tree,29.123547,-81.011502,Y,Y,N,2,0,2,2019,
VO138,Volusia,Tree,28.873176,-81.271085,Y,Y,Y,1,1,0,2019,
VO139,Volusia,Tree,29.109203,-81.368037,Y,N,N,0,0,0,2019,
VO140,Volusia,Tree,28.8494605,-81.2435035,Y,Y,Y,2,2,0,2019,
VO141,Volusia,Tree,29.144342,-80.995717,Y,Y,Y,1,1,0,2019,
VO142,Volusia,Tree,29.028576,-81.069175,Y,Y,Y,1,1,0,2019,
VO143,Volusia,Tree,29.10445,-81.050666,Y,Y,Y,1,1,0,2019,
VO974,Volusia,ArtStruct,29.153926,-81.017342,N,N,N,0,0,0,2019,
VO975,Volusia,ArtStruct,28.891334,-81.279489,N,N,N,0,0,0,2019,
VO981,Volusia,Tree,29.062147,-81.096719,Y,Y,Y,1,1,0,2019,
VO991,Volusia,Tree,29.34173934,-81.08526832,N,N,N,0,0,0,2019,
VO993,Volusia,ArtStruct,28.991747,-80.961906,Y,Y,Y,1,1,0,2019,
WK019,Wakulla,Tree,30.0948,-84.1614,Y,Y,N,1,0,1,2019,
WK018,Wakulla,Tree,30.083264,-84.169961,Y,Y,Y,2,2,0,2019,
WK025,Wakulla,Tree,30.094167,-84.153833,N,N,N,0,0,0,2019,
WK035,Wakulla,Tree,30.122,-84.136833,Y,Y,Y,1,1,0,2019,
WK036,Wakulla,Tree,30.136944,-84.141111,Y,Y,Y,1,1,0,2019,
AL010,Alachua,Live Tree,29.61430575,-82.29990612,Y,Y,Y,2,2,0,2020,Successful
AL020,Alachua,Live Tree,29.470833,-82.163333,Y,Y,Y,2,2,0,2020,Successful
AL028,Alachua,Live Tree,29.4895,-82.177333,Y,Y,Y,2,2,0,2020,Successful
AL034,Alachua,Live Tree,29.667167,-82.242833,Y,Y,Y,1,1,0,2020,Successful
AL060,Alachua,Live Tree,29.64616348,-82.24249104,Y,Y,Y,2,2,0,2020,Successful
AL062,Alachua,Live Tree,29.500833,-82.147667,Y,Y,Y,2,2,0,2020,Successful
AL080,Alachua,Dead Tree,29.486333,-82.233833,Y,Y,Y,2,1,1,2020,Successful
AL093,Alachua,Live Tree,29.548,-82.290333,Y,Y,Y,1,1,0,2020,Successful
AL096,Alachua,Live Tree,29.550333,-82.324833,N,N,N,0,0,0,2020,Inactive
AL101,Alachua,Live Tree,29.4935791,-82.1285319,Y,Y,Y,2,2,0,2020,Successful
AL102,Alachua,Live Tree,29.487833,-82.1755,Y,Y,Y,1,1,0,2020,Successful
AL107,Alachua,Live Tree,29.4455,-82.15533,Y,Y,Y,2,2,0,2020,Successful
BA010,Bay,Dead Tree,30.04900363,-85.56640152,Y,Y,Y,1,1,0,2020,Successful
BA019,Bay,Dead Tree,30.01642507,-85.55499525,Y,Y,Y,1,1,0,2020,Successful
BA026,Bay,Live Tree,30.19163416,-85.70595253,Y,Y,Y,1,1,0,2020,Successful
